country,year,GENmun,ENRmun,RECmun,MRECmun,GENpac,RCOpac,RECpac,GENplas,RCOplas,RECplas,gov_right1,gov_cent1,gov_left1,TAXtotl_per,TAXrespol_per,TAXtotl_eur,TAXrespol_eur,EPS,TAXrespol_eur_log,TAXrespol_per_log,BIZred,BIZrec,BIZdes,BIZprod,no,INDrec,INDred,INDimp,GDPpc,POPden,URB,EDU,GDPpc_log,POPden_log,RECpac_percent,RECplas_percent,MRECmun_percent,GDPpc_log_mean,GDPpc_log_within,POPden_log_mean,POPden_log_within,URB_mean,URB_within,EDU_mean,EDU_within,gov_right1_mean,gov_right1_within,EPS_mean,EPS_within,INDimp_mean,INDimp_within,INDred_mean,INDred_within,INDrec_mean,INDrec_within
Austria,2014,565.0,205.0,319.0,144.0,152.52,146.7,101.56,34.16,34.16,11.47,0.0,50.0,50.0,2.62,0.02,1011.6650886061848,8.857576258232163,3.1111112,2.181273167173679,-3.912023005428146,,,,,,47.0,30.0,3.4200000000000004,48355.497762440704,103.5670867668444,57.526,27.4,10.786335202016822,4.64021958404881,0.6658798846052977,0.33577283372365346,0.25486725663716814,10.766662392266623,0.01967280975019925,4.641386999354616,-0.0011674153058054415,58.12552631578947,-0.5995263157894684,22.58421052631579,4.815789473684209,7.717894736842105,-7.717894736842105,2.8660130529411765,0.24509814705882338,3.223333333333334,0.19666666666666632,40.0,-10.0,52.833333333333336,-5.833333333333336
Austria,2015,560.0,212.0,318.0,144.0,151.72,146.08,101.85,34.12,34.12,11.46,0.0,50.0,50.0,2.64,0.02,1045.413012763721,9.153390624849946,2.9444444,2.214124370739885,-3.912023005428146,62.0,47.0,30.0,43.0,55.00000000000001,,,,49562.59392579865,104.73459767329132,57.715,28.1,10.81099167347349,4.651429509072505,0.6713023991563406,0.335873388042204,0.2571428571428571,10.766662392266623,0.044329281206866966,4.641386999354616,0.010042509717889558,58.12552631578947,-0.4105263157894683,22.58421052631579,5.515789473684212,7.717894736842105,-7.717894736842105,2.8660130529411765,0.0784313470588236,3.223333333333334,,40.0,,52.833333333333336,
Austria,2016,564.0,212.0,325.0,144.0,153.46,146.83,102.58,34.09,34.09,11.45,0.0,50.0,50.0,2.65,0.02,1077.21273144407,9.301028721704888,2.9444444,2.230125009278881,-3.912023005428146,,,,,,,,,52397.86351766728,105.873339796413,57.905,28.9,10.866621096914308,4.662243472059786,0.6684478039880098,0.33587562334995597,0.2553191489361702,10.766662392266623,0.09995870464768508,4.641386999354616,0.020856472705170326,58.12552631578947,-0.22052631578947057,22.58421052631579,6.315789473684209,7.717894736842105,-7.717894736842105,2.8660130529411765,0.0784313470588236,3.223333333333334,,40.0,,52.833333333333336,
Austria,2017,570.0,221.0,329.0,147.0,156.52,149.15,102.72,34.36,34.36,11.48,1.64,50.27,48.08,2.64,0.02,1102.515172946699,9.81521479918423,2.9444444,2.283933712275938,-3.912023005428146,60.0,48.0,31.0,43.0,52.0,49.0,39.0,3.22,53869.832118355465,106.61131846825012,58.094,29.7,10.894325899247884,4.669189683095835,0.65627395859954,0.3341094295692666,0.2578947368421053,10.766662392266623,0.1276635069812606,4.641386999354616,0.027802683741219525,58.12552631578947,-0.031526315789470516,22.58421052631579,7.1157894736842096,7.717894736842105,-6.077894736842105,2.8660130529411765,0.0784313470588236,3.223333333333334,-0.0033333333333338544,40.0,-1.0,52.833333333333336,-3.8333333333333357
Austria,2018,579.0,224.0,334.0,147.0,159.9,152.28,104.75,34.16,34.16,10.89,50.0,50.0,0.0,2.5,0.03,1082.603615782373,11.766274860949936,3.0833333,2.465237376780487,-3.506557897319982,,,,,,,,,56636.49530305386,107.13185894328647,58.297,30.1,10.944408849741539,4.6740604023435255,0.6550969355847405,0.3187939110070258,0.2538860103626943,10.766662392266623,0.1777464574749157,4.641386999354616,0.03267340298890975,58.12552631578947,0.17147368421052533,22.58421052631579,7.515789473684212,7.717894736842105,42.282105263157895,2.8660130529411765,0.21732024705882358,3.223333333333334,,40.0,,52.833333333333336,
Austria,2019,588.0,226.0,342.0,154.0,161.89,154.45,105.81,33.31,33.31,10.25,19.32,21.29,0.0,2.45,0.02,1090.5323471382626,11.112712727141686,3.1388888,2.408089743706668,-3.912023005428146,,,,,,46.0,43.0,3.24,60354.9279422121,107.60930683470674,58.515,31.1,11.007997879235287,4.678507138733575,0.6535919451479401,0.3077154007805464,0.2619047619047619,10.766662392266623,0.24133548696866391,4.641386999354616,0.03712013937895886,58.12552631578947,0.38947368421052886,22.58421052631579,8.515789473684212,7.717894736842105,11.602105263157895,2.8660130529411765,0.27287574705882367,3.223333333333334,0.016666666666666163,40.0,3.0,52.833333333333336,-6.833333333333336
Austria,2020,834.0,298.0,519.0,337.0,157.34,148.52,99.61,33.55,33.55,8.49,0.0,71.93,26.16,2.32,0.02,988.2857919555574,8.421122044700917,3.3055556,2.1307430788416486,-3.912023005428146,,,,,,,,,58523.033781624414,108.05700436257877,58.748,31.3,10.977175695581579,4.68265890604923,0.6330875810347019,0.25305514157973175,0.4040767386091127,10.766662392266623,0.210513303314956,4.641386999354616,0.04127190669461456,58.12552631578947,0.6224736842105258,22.58421052631579,8.715789473684211,7.717894736842105,-7.717894736842105,2.8660130529411765,0.43954254705882345,3.223333333333334,,40.0,,52.833333333333336,
Austria,2021,835.0,296.0,521.0,343.0,164.61,155.63,107.53,33.67,33.36,8.72,0.0,73.33,26.67,2.41,0.02,1091.7710618049962,9.534606467743744,,2.254927965808807,-3.912023005428146,66.6,47.0,22.5,43.8,54.6,,,,62968.94223118889,108.52880513814831,58.995,31.8,11.050396903361534,4.687015622889794,0.6532409938642852,0.258984258984259,0.41077844311377243,10.766662392266623,0.2837345110949112,4.641386999354616,0.04562862353517794,58.12552631578947,0.8694736842105257,22.58421052631579,9.215789473684211,7.717894736842105,-7.717894736842105,2.8660130529411765,,3.223333333333334,,40.0,,52.833333333333336,
Austria,2022,803.0,284.0,503.0,334.0,163.2,155.28,107.69,33.17,33.17,8.43,0.0,72.11,27.89,1.9,0.02,942.5868663396466,9.68275190555562,,2.270346148650386,-3.912023005428146,,,,,,,,,70734.94256479004,109.57163111972856,59.256,32.5,11.166694966915466,4.69657850086056,0.6598651960784314,0.2541453120289418,0.41594022415940224,10.766662392266623,0.40003257464884356,4.641386999354616,0.055191501505944096,58.12552631578947,1.1304736842105285,22.58421052631579,9.91578947368421,7.717894736842105,-7.717894736842105,2.8660130529411765,,3.223333333333334,,40.0,,52.833333333333336,
Belgium,2004,485.0,161.0,260.0,144.0,156.6,145.15,119.61,27.01,22.98,9.86,46.67,0.0,53.33,2.53,0.22,721.4471894957335,62.30606122921136,2.4722223,4.132058712059522,-1.5141277326297755,,,,,,76.0,34.0,2.8,32063.98269498654,343.55774239277355,97.35,26.3,10.375488644742125,5.839355197659684,0.7637931034482759,0.3650499814883376,0.29690721649484536,10.704153247250256,-0.32866460250813034,5.899463793789637,-0.06010859612995301,97.77536842105263,-0.4253684210526387,32.357894736842105,-6.057894736842105,49.28768214001812,-2.6176821400181183,2.8284313588235293,-0.3562090588235294,3.388333333333333,-0.5883333333333334,31.666666666666668,2.333333333333332,67.5,8.5
Belgium,2005,482.0,169.0,268.0,156.0,158.36,146.89,121.65,27.7,23.41,10.55,46.67,0.0,53.33,2.53,0.2,749.6886278026957,59.979289251625474,2.5833333,4.093999323494494,-1.6094379124341005,,,,,,,,,33177.89094581582,345.45270827151944,97.403,27.2,10.40963899770414,5.844855754740574,0.7681864107097751,0.3808664259927798,0.3236514522821577,10.704153247250256,-0.2945142495461148,5.899463793789637,-0.05460803904906264,97.77536842105263,-0.37236842105262724,32.357894736842105,-5.157894736842106,49.28768214001812,-2.6176821400181183,2.8284313588235293,-0.2450980588235292,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2006,485.0,167.0,272.0,160.0,157.9,149.18,124.74,28.66,24.42,11.05,46.67,0.0,53.33,2.36,0.16,726.074184216509,49.60201775547457,2.6388888,3.904031513457373,-1.8325814637483104,,,,,,,,,35258.98506320303,347.7387004252794,97.454,27.9,10.470475671170114,5.851451336890381,0.7899936668777707,0.3855547801814376,0.32989690721649484,10.704153247250256,-0.23367757608014195,5.899463793789637,-0.04801245689925526,97.77536842105263,-0.3213684210526395,32.357894736842105,-4.457894736842107,49.28768214001812,-2.6176821400181183,2.8284313588235293,-0.1895425588235291,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2007,493.0,182.0,280.0,164.0,157.07,149.51,126.34,29.06,24.96,11.17,46.55,1.08,52.37,2.33,0.15,755.0749597673565,46.95220079618284,2.3055556,3.8491300798737167,-1.8971199848858813,,,,,,,,,36799.53186863432,350.3016516665018,97.505,28.1,10.513240403115086,5.85879464519804,0.8043547462914624,0.38437715072264284,0.332657200811359,10.704153247250256,-0.19091284413516973,5.899463793789637,-0.040669148591596205,97.77536842105263,-0.2703684210526376,32.357894736842105,-4.257894736842104,49.28768214001812,-2.737682140018123,2.8284313588235293,-0.5228757588235293,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2008,480.0,174.0,253.0,155.0,157.81,149.91,124.44,28.16,24.29,11.12,45.84,33.85,20.31,2.3,0.14,754.5397173270185,47.56314511717257,2.6388888,3.86205819909728,-1.9661128563728327,,,,,,66.0,32.0,3.61,37883.33194178194,353.07991296607656,97.555,28.4,10.54226650388003,5.866694413652842,0.7885431848425322,0.3948863636363636,0.3229166666666667,10.704153247250256,-0.1618867433702249,5.899463793789637,-0.03276938013679498,97.77536842105263,-0.22036842105262622,32.357894736842105,-3.957894736842107,49.28768214001812,-3.4476821400181166,2.8284313588235293,-0.1895425588235291,3.388333333333333,0.22166666666666668,31.666666666666668,0.33333333333333215,67.5,-1.5
Belgium,2009,467.0,167.0,252.0,157.0,152.11,144.78,120.29,28.11,24.6,12.09,43.6,36.4,20.0,2.35,0.15,758.4407270027406,46.81149702963731,2.6666667,3.846128835779819,-1.8971199848858813,,,,,,,,,37885.90591256016,355.93225200276925,97.603,29.4,10.542334446249574,5.87474040937904,0.7908092827559003,0.43009605122732125,0.3361884368308351,10.704153247250256,-0.16181880100068113,5.899463793789637,-0.024723384410596516,97.77536842105263,-0.1723684210526386,32.357894736842105,-2.957894736842107,49.28768214001812,-5.687682140018119,2.8284313588235293,-0.1617646588235293,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2010,456.0,170.0,250.0,153.0,154.74,147.76,123.41,28.96,25.43,12.01,40.0,40.0,20.0,2.43,0.15,809.6581496396798,48.7904000757738,2.5555556,3.8875335737484975,-1.8971199848858813,,,,,,,,,39844.40543864959,359.1990900998912,97.651,30.7,10.592737283864565,5.883876803295357,0.797531342897764,0.4147099447513812,0.3355263157894737,10.704153247250256,-0.11141596338569038,5.899463793789637,-0.015586990494279362,97.77536842105263,-0.12436842105263679,32.357894736842105,-1.6578947368421062,49.28768214001812,-9.28768214001812,2.8284313588235293,-0.2728757588235293,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2011,455.0,169.0,247.0,154.0,154.24,149.48,123.65,28.62,26.43,11.84,39.89,38.79,21.32,2.53,0.14,867.2468786758498,46.72836235842882,2.9444444,3.844351311339614,-1.9661128563728327,,,,,,66.0,34.0,3.56,41244.84950352129,363.9028121188145,97.698,30.4,10.627281523446408,5.896886832312395,0.8016727178423236,0.413696715583508,0.3384615384615385,10.704153247250256,-0.07687172380384766,5.899463793789637,-0.0025769614772412908,97.77536842105263,-0.07736842105263975,32.357894736842105,-1.957894736842107,49.28768214001812,-9.39768214001812,2.8284313588235293,0.11601304117647082,3.388333333333333,0.17166666666666686,31.666666666666668,2.333333333333332,67.5,-1.5
Belgium,2012,445.0,172.0,237.0,144.0,154.46,149.83,124.06,28.85,26.74,11.98,38.46,23.08,38.46,2.48,0.13,866.7199907229107,46.14235506258614,3.0555556,3.83173129311156,-2.0402208285265546,50.0,54.0,,26.0,70.0,,,,42483.525066678776,366.1666172155738,97.744,31.3,10.656871634268661,5.903088468105769,0.8031852906901463,0.4152512998266898,0.3235955056179775,10.704153247250256,-0.04728161298159428,5.899463793789637,0.003624674316132115,97.77536842105263,-0.031368421052633266,32.357894736842105,-1.0578947368421048,49.28768214001812,-10.82768214001812,2.8284313588235293,0.22712424117647068,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2013,436.0,182.0,230.0,138.0,155.77,150.5,122.6,29.51,26.93,11.5,38.46,23.08,38.46,2.49,0.13,882.1167648065888,46.51680864404354,2.9444444,3.839813723492514,-2.0402208285265546,72.0,51.0,,28.000000000000004,64.0,,,,43864.120419683815,367.89658128111296,97.789,31.5,10.688851962376575,5.907801869545436,0.7870578416896706,0.3896984073195527,0.3165137614678899,10.704153247250256,-0.015301284873681098,5.899463793789637,0.008338075755799146,97.77536842105263,0.013631578947368439,32.357894736842105,-0.8578947368421055,49.28768214001812,-10.82768214001812,2.8284313588235293,0.11601304117647082,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2014,425.0,182.0,228.0,142.0,155.4,154.2,126.4,29.36,28.86,12.27,44.26,25.92,29.82,2.51,0.13,906.8470255794042,45.48999973860424,2.9444444,3.817492515835688,-2.0402208285265546,,,,,,55.00000000000001,23.0,3.45,45147.64295340567,369.53341245508193,97.833,32.6,10.717693352685197,5.912241162430187,0.8133848133848134,0.41791553133514986,0.3341176470588235,10.704153247250256,0.013540105434941552,5.899463793789637,0.01277736864055079,97.77536842105263,0.05763157894736537,32.357894736842105,0.24210526315789593,49.28768214001812,-5.027682140018122,2.8284313588235293,0.11601304117647082,3.388333333333333,0.06166666666666698,31.666666666666668,-8.666666666666668,67.5,-12.499999999999993
Belgium,2015,412.0,179.0,220.0,140.0,155.32,154.26,126.64,30.13,29.62,12.82,64.28571428571429,35.714285714285715,0.0,2.55,0.12,939.6767627598456,44.10957552982048,2.8333333,3.7866768910784927,-2.120263536200091,73.0,39.0,32.0,25.0,70.0,,,,46084.24245517168,371.68087561401774,97.876,32.7,10.738226358301375,5.918035624846965,0.8153489569920165,0.42548954530368405,0.33980582524271846,10.704153247250256,0.03407311105111965,5.899463793789637,0.018571831057328403,97.77536842105263,0.10063157894737174,32.357894736842105,0.34210526315789735,49.28768214001812,14.998032145696172,2.8284313588235293,0.004901941176470803,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2016,419.0,182.0,224.0,139.0,157.13,156.74,128.71,30.28,30.13,13.15,64.29,35.71,0.0,2.68,0.13,1013.129684870972,49.44657431344451,2.8888888,3.9008927799045248,-2.0402208285265546,,,,,,,,,48414.55180656812,373.5674677743712,97.919,33.2,10.787555704676915,5.923098624871479,0.8191306561445937,0.4342800528401585,0.3317422434367542,10.704153247250256,0.08340245742665964,5.899463793789637,0.023634831081842833,97.77536842105263,0.1436315789473639,32.357894736842105,0.8421052631578974,49.28768214001812,15.002317859981886,2.8284313588235293,0.060457441176470894,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2017,411.0,173.0,221.0,140.0,156.55,156.0,131.16,30.36,30.06,13.5,64.29,35.71,0.0,2.7,0.12,1054.367772298196,47.542196776519496,2.9444444,3.8616176698783167,-2.120263536200091,75.0,40.0,25.0,28.000000000000004,64.0,72.0,32.0,3.51,50256.06317727839,375.0093297728546,97.961,35.6,10.824886478886807,5.926950905055203,0.83781539444267,0.44466403162055335,0.340632603406326,10.704153247250256,0.12073323163655125,5.899463793789637,0.027487111265566355,97.77536842105263,0.18563157894736548,32.357894736842105,3.242105263157896,49.28768214001812,15.002317859981886,2.8284313588235293,0.11601304117647082,3.388333333333333,0.12166666666666659,31.666666666666668,0.33333333333333215,67.5,4.5
Belgium,2018,409.0,174.0,222.0,141.0,157.51,156.84,134.31,30.4,30.02,12.9,65.08204124642481,34.91795875357519,0.0,2.69,0.13,1083.4901103994082,51.09803454153625,3.0,3.933746033486304,-2.0402208285265546,,,,,,,,,52466.733078459896,374.7435149050602,98.001,36.0,10.867934592086742,5.926241831709716,0.8527077645863755,0.4243421052631579,0.34474327628361856,10.704153247250256,0.16378134483648665,5.899463793789637,0.02677803792007971,97.77536842105263,0.22563157894737174,32.357894736842105,3.6421052631578945,49.28768214001812,15.794359106406688,2.8284313588235293,0.17156864117647075,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2019,416.0,176.0,227.0,142.0,160.62,159.82,134.18,30.57,30.38,14.46,76.92,23.08,0.0,2.63,0.12,1097.547388889179,49.96962306488479,3.2222223,3.911415282099422,-2.120263536200091,,,,,,70.0,35.0,3.4,56712.46957197816,376.761985964452,98.041,36.0,10.945749387440943,5.9316136511065904,0.8353878719960155,0.4730127576054956,0.34134615384615385,10.704153247250256,0.24159614019068698,5.899463793789637,0.032149857316953856,97.77536842105263,0.2656315789473638,32.357894736842105,3.6421052631578945,49.28768214001812,27.63231785998188,2.8284313588235293,0.3937909411764706,3.388333333333333,0.011666666666666714,31.666666666666668,3.333333333333332,67.5,2.5
Belgium,2020,729.0,353.0,374.0,235.0,167.28,165.42,132.49,32.0,31.82,14.3,65.12820512820514,21.04665825977301,13.82513661202186,2.5,0.13,1005.5462515222812,50.76870650903697,3.4444444,3.9272801511684654,-2.0402208285265546,,,,,,,,,56120.09584204656,378.3893224896701,98.079,37.6,10.935249242020474,5.935923619257588,0.7920253467240556,0.446875,0.3223593964334705,10.704153247250256,0.23109599477021803,5.899463793789637,0.03645982546795157,97.77536842105263,0.3036315789473605,32.357894736842105,5.242105263157896,49.28768214001812,15.840522988187018,2.8284313588235293,0.6160130411764708,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2021,755.0,332.0,420.0,260.0,170.75,169.26,136.57,32.02,31.79,15.76,30.0,15.0,55.0,2.48,0.11,1081.3645031867666,47.26314376721607,,3.855730790223805,-2.2072749131897207,78.7,38.2,25.4,34.6,57.60000000000001,,,,60666.3364518842,379.9499901619991,98.117,39.7,11.013144234275199,5.940039639222911,0.7998243045387994,0.4921923797626483,0.3443708609271523,10.704153247250256,0.3089909870249432,5.899463793789637,0.04057584543327408,97.77536842105263,0.3416315789473714,32.357894736842105,7.342105263157897,49.28768214001812,-19.28768214001812,2.8284313588235293,,3.388333333333333,,31.666666666666668,,67.5,
Belgium,2022,690.0,311.0,377.0,233.0,167.1,165.62,133.72,31.36,31.22,17.0,29.4,15.31,55.29,2.2,0.1,1059.5956750777598,49.896363164703374,,3.909948117630542,-2.302585092994045,,,,,,,,,68137.65502602914,383.0330556830852,98.153,40.2,11.129285276563918,5.948121292722929,0.8002393776181927,0.5420918367346939,0.33768115942028987,10.704153247250256,0.42513202931366223,5.899463793789637,0.04865749893329241,97.77536842105263,0.37763157894737276,32.357894736842105,7.842105263157897,49.28768214001812,-19.88768214001812,2.8284313588235293,,3.388333333333333,,31.666666666666668,,67.5,
Bulgaria,2004,599.0,0.0,103.0,103.0,,,,,,,88.89,0.0,11.11,3.0,0.18,82.08908804876594,4.833572204238512,,1.5755857811038023,-1.7147984280919266,,,,,,,,,9201.750053456735,70.95310776020595,70.233,17.7,9.127148968148811,4.262019204763835,,,0.17195325542570952,9.766538313790091,-0.6393893456412805,4.201096839465799,0.06092236529803596,73.31094736842105,-3.07794736842105,21.96315789473684,-4.2631578947368425,66.85355193883353,22.036448061166467,,,3.59,,19.4,,36.2,
Bulgaria,2005,588.0,0.0,107.0,107.0,67.92,21.0,20.92,13.84,1.17,1.17,72.37,0.0,25.53,2.96,0.14,93.0268448559415,4.45229464215302,,1.49341961319844,-1.9661128563728327,,,,,,,,,10291.473921927914,70.49863770250369,70.584,17.8,9.239071056853069,4.255593386262782,0.3080094228504123,0.08453757225433525,0.18197278911564627,9.766538313790091,-0.5274672569370225,4.201096839465799,0.054496546796983125,73.31094736842105,-2.726947368421051,21.96315789473684,-4.163157894736841,66.85355193883353,5.5164480611664715,,,3.59,,19.4,,36.2,
Bulgaria,2006,577.0,0.0,110.0,110.0,48.54,17.0,16.99,11.75,2.37,2.37,44.44,0.0,50.0,2.78,0.12,100.3391386053086,4.175754260413928,,1.4292950031625424,-2.120263536200091,,,,,,,,,11408.01520910752,69.97166528583264,70.932,18.2,9.34207147584985,4.248090378472198,0.35002060156571896,0.2017021276595745,0.19064124783362218,9.766538313790091,-0.42446683794024054,4.201096839465799,0.04699353900639913,73.31094736842105,-2.378947368421052,21.96315789473684,-3.7631578947368425,66.85355193883353,-22.413551938833535,,,3.59,,19.4,,36.2,
